,employer,min_pos_salary,max_pos_salary,overtime_pay,lump_sum_pay,other_pay,retirement_cost_covered,health_benefits,Month,year
0,15,49512.0,66192.0,0.0,0.0,2576.11,0.0,0.0,4,1963
1,20,37380.0,65700.0,0.0,0.0,493.05,0.0,11605.58,4,1955
2,16,85188.0,150792.0,0.0,0.0,0.0,0.0,23270.64,1,1976
3,8,50148.0,71304.0,0.0,0.0,1023.79,0.0,17631.72,8,1953
4,4,22879.56,38749.56,0.0,0.0,1391.5,0.0,0.0,9,1958
5,23,28152.0,114780.0,0.0,0.0,0.0,0.0,0.0,8,1982
6,18,31200.0,53496.0,514.4,0.0,650.0,0.0,9084.24,4,1984
7,12,22879.56,38749.56,0.0,0.0,141.0,0.0,0.0,1,1950
8,12,22879.56,38749.56,0.0,0.0,677.6,0.0,0.0,2,1962
9,15,37380.0,65700.0,0.0,0.0,1805.0,0.0,9695.83,3,1988
10,9,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,9,1981
11,20,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,4,1980
12,10,49512.0,66192.0,0.0,0.0,3055.81,0.0,89.64,5,1982
13,7,49512.0,66192.0,0.0,0.0,950.0,0.0,0.0,9,1974
14,7,22879.56,38749.56,0.0,0.0,72.0,0.0,0.0,8,1968
15,0,31200.0,44604.0,0.0,0.0,650.0,0.0,89.64,3,1989
16,2,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,10,1967
17,8,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,1,1952
18,1,22879.56,38749.56,0.0,0.0,489.38,0.0,0.0,2,1977
19,16,85188.0,150792.0,0.0,0.0,47416.56,0.0,23270.64,4,1963
20,10,59076.0,131088.0,0.0,0.0,8262.0,0.0,22015.08,1,1982
21,22,22879.56,38749.56,0.0,0.0,1477.5,0.0,0.0,5,1956
22,19,67656.0,143952.0,0.0,0.0,5658.55,0.0,23270.64,12,1954
23,20,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,2,1963
24,18,22879.56,38749.56,0.0,0.0,3770.5,0.0,0.0,10,1967
25,8,22879.56,38749.56,0.0,0.0,5047.2,0.0,0.0,7,1960
26,1,44976.0,78984.0,0.0,0.0,1445.0,0.0,9329.16,7,1982
27,16,60864.0,213120.0,0.0,0.0,5664.0,0.0,0.0,2,1978
28,9,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,10,1984
29,0,22879.56,38749.56,0.0,0.0,621.9,0.0,0.0,8,1962
30,8,59076.0,131088.0,0.0,0.0,24334.8,0.0,9237.72,3,1984
31,6,22879.56,38749.56,0.0,0.0,426.0,0.0,0.0,1,1969
32,20,67656.0,120840.0,0.0,0.0,0.0,0.0,9329.16,9,1984
33,8,23587.2,324000.0,0.0,0.0,150.0,0.0,0.0,3,1975
34,18,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,4,1984
35,5,85188.0,150792.0,0.0,0.0,0.0,0.0,9329.16,12,1981
36,20,85188.0,150792.0,0.0,0.0,8041.18,0.0,17542.62,2,1973
37,6,28080.0,52920.0,0.0,0.0,0.0,0.0,0.0,11,1951
38,18,34152.0,59976.0,0.0,365.1,487.5,0.0,3849.05,2,1987
39,22,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,6,1981
40,23,49512.0,66192.0,0.0,0.0,0.0,0.0,23270.64,6,1972
41,10,22879.56,38749.56,0.0,0.0,4224.0,0.0,0.0,2,1981
42,19,22879.56,38749.56,0.0,0.0,1870.0,0.0,0.0,3,1956
43,18,49512.0,66192.0,0.0,0.0,6776.2,0.0,0.0,7,1978
44,18,35076.0,61548.0,107.84,237.09,714.0,0.0,0.0,4,1977
45,14,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,7,1978
46,9,22879.56,38749.56,0.0,0.0,4680.8,0.0,0.0,12,1985
47,2,49512.0,66192.0,0.0,0.0,1419.68,0.0,0.0,1,1976
48,3,49512.0,66192.0,0.0,0.0,3182.8,0.0,0.0,7,1983
49,22,22879.56,38749.56,0.0,0.0,805.2,0.0,0.0,5,1981
50,16,49512.0,66192.0,0.0,0.0,3188.8,0.0,0.0,6,1951
51,20,22879.56,38749.56,0.0,0.0,10997.25,0.0,0.0,11,1975
52,8,50148.0,71304.0,0.0,0.0,3532.99,0.0,8998.68,10,1985
53,10,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,2,1981
54,14,59076.0,131088.0,0.0,0.0,999.99,0.0,0.0,6,1972
55,19,22879.56,38749.56,0.0,0.0,1750.89,0.0,0.0,4,1986
56,22,49512.0,66192.0,0.0,0.0,2592.6,0.0,0.0,3,1955
57,14,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,5,1981
58,10,36120.0,63480.0,0.0,0.0,0.0,0.0,777.43,5,1971
59,14,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,3,1977
60,6,22879.56,38749.56,0.0,0.0,3401.95,0.0,0.0,6,1973
61,2,31200.0,53496.0,0.0,0.0,650.0,0.0,9237.72,5,1963
62,15,22879.56,38749.56,0.0,0.0,2530.0,0.0,0.0,8,1966
63,16,22879.56,38749.56,0.0,0.0,1121.0,0.0,0.0,3,1977
64,12,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,11,1983
65,19,50796.0,114168.0,0.0,0.0,0.0,0.0,23270.64,12,1952
66,6,59076.0,131088.0,0.0,0.0,4967.82,0.0,5703.2,1,1987
67,20,22879.56,38749.56,0.0,0.0,8235.5,0.0,0.0,9,1952
68,12,37152.0,65268.0,14256.26,0.0,9240.09,0.0,17631.72,3,1989
69,16,34152.0,59976.0,0.0,0.0,1048.76,0.0,23390.28,2,1975
70,9,39456.0,73944.0,0.0,0.0,650.0,0.0,9237.72,10,1984
71,20,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,1,1955
72,15,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,5,1989
73,8,39456.0,73944.0,0.0,0.0,1656.86,0.0,9237.72,7,1983
74,6,22879.56,38749.56,0.0,0.0,10219.0,0.0,0.0,7,1971
75,19,22879.56,38749.56,0.0,0.0,2366.0,0.0,0.0,11,1962
76,19,22879.56,38749.56,0.0,0.0,352.0,0.0,0.0,5,1962
77,9,50148.0,71304.0,0.0,0.0,1023.79,0.0,23270.64,3,1989
78,3,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,10,1979
79,2,22879.56,38749.56,0.0,0.0,1111.2,0.0,0.0,12,1973
80,19,22879.56,38749.56,0.0,0.0,2500.8,0.0,0.0,6,1954
81,10,49512.0,66192.0,0.0,0.0,0.0,0.0,-2019.07,8,1984
82,3,59076.0,131088.0,0.0,0.0,0.0,0.0,302.41,3,1970
83,2,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,2,1971
84,22,30024.0,108996.0,0.0,0.0,60.0,0.0,9319.08,3,1989
85,9,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,4,1975
86,1,85188.0,150792.0,0.0,7989.28,0.0,0.0,13313.43,7,1986
87,12,85188.0,150792.0,0.0,0.0,18752.81,0.0,6302.36,5,1977
88,15,67656.0,143952.0,0.0,0.0,51917.22,0.0,23270.64,2,1956
89,19,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,6,1955
90,6,59076.0,131088.0,0.0,0.0,0.0,0.0,8125.56,9,1956
91,10,31200.0,48888.0,534.21,0.0,3641.15,0.0,6120.99,6,1956
92,19,22879.56,38749.56,0.0,0.0,231.0,0.0,0.0,6,1970
93,19,67656.0,143952.0,0.0,0.0,0.0,0.0,9478.6,12,1957
94,23,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,1,1970
95,3,56316.0,98904.0,0.0,0.0,650.0,0.0,23270.64,9,1958
96,14,62484.0,79848.0,0.0,0.0,350.13,0.0,23510.64,4,1972
97,11,50148.0,71304.0,0.0,0.0,1148.79,0.0,9319.08,10,1963
98,11,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,6,1985
99,14,59076.0,131088.0,0.0,0.0,18649.0,0.0,9090.12,2,1979
100,5,49512.0,66192.0,0.0,0.0,138.0,0.0,9080.04,6,1975
101,15,22879.56,38749.56,0.0,0.0,4608.0,0.0,0.0,6,1976
102,15,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,10,1950
103,14,22879.56,38749.56,0.0,0.0,1603.8,0.0,0.0,10,1955
104,3,22879.56,38749.56,0.0,0.0,8868.0,0.0,0.0,12,1968
105,15,49512.0,66192.0,0.0,0.0,3743.19,0.0,769.81,7,1958
106,10,97968.0,187176.0,0.0,0.0,100.0,0.0,8998.68,8,1987
107,13,38688.0,67980.0,0.0,0.0,650.0,0.0,9329.16,4,1976
108,15,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,7,1961
109,8,22879.56,38749.56,0.0,0.0,150.0,0.0,0.0,5,1966
110,11,28152.0,66204.0,0.0,0.0,365.47,0.0,0.0,6,1987
111,18,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,11,1983
112,1,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,7,1979
113,22,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,5,1960
114,22,132.0,2880.0,0.0,0.0,4075.0,0.0,0.0,3,1983
115,15,22879.56,38749.56,0.0,0.0,5053.75,0.0,0.0,3,1959
116,22,52464.0,125736.0,0.0,48.36,0.0,0.0,0.0,1,1982
117,20,67656.0,143952.0,0.0,0.0,375.87,0.0,0.0,9,1981
118,22,64992.0,121776.0,0.0,0.0,663.55,0.0,17631.72,6,1966
119,22,22879.56,38749.56,0.0,0.0,261.05,0.0,0.0,4,1950
120,0,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,6,1984
121,9,22879.56,38749.56,0.0,0.0,2830.8,0.0,0.0,1,1951
122,6,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,7,1962
123,23,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,10,1981
124,0,85188.0,162768.0,0.0,0.0,23062.94,0.0,23270.64,5,1988
125,2,32556.0,59856.0,0.0,0.0,5329.65,0.0,11702.32,12,1982
126,18,30024.0,108996.0,0.0,0.0,0.0,0.0,0.0,2,1965
127,2,74988.0,140976.0,0.0,0.0,650.0,0.0,23270.64,1,1960
128,10,40656.0,78576.0,0.0,17.18,0.0,0.0,0.0,6,1969
129,3,59076.0,131088.0,0.0,0.0,980.0,0.0,52.29,9,1979
130,1,22879.56,38749.56,0.0,0.0,510.75,0.0,0.0,5,1981
131,6,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,6,1965
132,10,22879.56,38749.56,0.0,0.0,3527.75,0.0,0.0,4,1959
133,5,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,2,1987
134,6,59076.0,131088.0,0.0,0.0,5719.6,0.0,17631.72,3,1973
135,14,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,7,1974
136,12,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,5,1979
137,10,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,10,1985
138,9,67656.0,143952.0,0.0,0.0,6223.6,0.0,9319.08,2,1956
139,19,22879.56,38749.56,0.0,0.0,594.0,0.0,0.0,11,1966
140,12,34152.0,59976.0,0.0,1871.39,650.0,0.0,406.41,3,1982
141,3,22879.56,38749.56,0.0,0.0,1735.8,0.0,0.0,10,1986
142,6,22879.56,38749.56,0.0,0.0,829.08,0.0,0.0,11,1964
143,21,32304.0,56724.0,32008.05,0.0,1198.6,0.0,9237.72,1,1961
144,22,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,12,1961
145,18,49512.0,66192.0,0.0,0.0,0.0,0.0,390.12,6,1969
146,19,22879.56,38749.56,0.0,0.0,4445.0,0.0,0.0,6,1978
147,6,70896.0,132840.0,0.0,0.0,244.68,0.0,512.0,8,1955
148,22,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,11,1973
149,7,39456.0,73944.0,0.0,0.0,650.0,0.0,823.08,3,1969
150,20,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,2,1985
151,6,56472.0,75924.0,0.0,0.0,4746.0,0.0,9084.24,3,1978
152,0,30024.0,108996.0,0.0,0.0,90.0,0.0,22015.08,6,1979
153,10,49512.0,66192.0,0.0,0.0,16421.94,0.0,67.23,7,1987
154,20,85188.0,150792.0,0.0,0.0,0.0,0.0,17631.72,8,1988
155,18,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,8,1966
156,15,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,1,1968
157,18,59076.0,131088.0,0.0,0.0,2191.71,0.0,0.0,5,1960
158,23,22879.56,38749.56,0.0,0.0,1958.0,0.0,0.0,5,1955
159,15,46764.0,82152.0,0.0,0.0,650.0,0.0,9329.16,8,1959
160,19,22879.56,38749.56,0.0,0.0,3260.1,0.0,0.0,5,1965
161,18,62340.0,88932.0,0.0,0.0,1023.79,0.0,9237.72,6,1969
162,7,42180.0,74076.0,0.0,0.0,2655.0,0.0,23270.64,4,1980
163,8,32832.0,57672.0,0.0,0.0,325.0,0.0,89.64,3,1989
164,8,49512.0,66192.0,0.0,0.0,2595.2,0.0,1769.64,2,1964
165,6,31200.0,53496.0,0.0,0.0,0.0,0.0,5999.12,10,1971
166,23,40932.0,50076.0,0.0,0.0,0.0,0.0,0.0,7,1985
167,16,67656.0,143952.0,0.0,0.0,8256.0,0.0,23270.64,1,1961
168,1,22879.56,38749.56,0.0,0.0,4269.68,0.0,0.0,7,1983
169,17,22879.56,38749.56,0.0,0.0,8541.0,0.0,0.0,2,1981
170,14,49512.0,66192.0,0.0,0.0,3277.33,0.0,13107.26,8,1986
171,12,22879.56,38749.56,0.0,0.0,1651.1,0.0,0.0,9,1964
172,20,59076.0,131088.0,0.0,0.0,0.0,0.0,22.41,1,1970
173,20,49512.0,66192.0,0.0,0.0,818.4,0.0,0.0,1,1967
174,18,28080.0,52920.0,0.0,0.0,300.0,0.0,0.0,10,1988
175,19,22879.56,38749.56,0.0,0.0,2280.3,0.0,0.0,2,1950
176,15,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,6,1985
177,10,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,7,1981
178,7,44712.0,157800.0,0.0,0.0,90.0,0.0,21569.28,2,1950
179,18,50796.0,114168.0,0.0,0.0,0.0,0.0,9084.24,12,1957
180,3,11412.0,23688.0,0.0,0.0,1899.0,0.0,0.0,3,1961
181,16,85188.0,150792.0,0.0,0.0,0.0,0.0,17631.72,3,1976
182,19,34152.0,59976.0,0.0,0.0,650.0,0.0,17631.72,4,1970
183,5,22879.56,38749.56,0.0,0.0,1653.3,0.0,0.0,2,1960
184,10,59076.0,131088.0,0.0,0.0,600.0,0.0,1769.64,5,1987
185,22,46764.0,82152.0,0.0,1413.46,650.0,0.0,7698.1,8,1967
186,12,22879.56,38749.56,0.0,0.0,896.0,0.0,0.0,7,1979
187,13,22879.56,38749.56,0.0,0.0,7834.25,0.0,0.0,3,1988
188,3,22879.56,38749.56,0.0,0.0,3303.4,0.0,0.0,9,1950
189,14,49512.0,66192.0,0.0,0.0,8593.4,0.0,1469.31,3,1953
190,14,22879.56,38749.56,0.0,0.0,66.0,0.0,0.0,12,1962
191,10,85188.0,150792.0,0.0,0.0,0.0,0.0,9319.08,4,1955
192,18,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,10,1976
193,4,22879.56,38749.56,0.0,0.0,4185.6,0.0,0.0,4,1980
194,10,34152.0,59976.0,0.0,0.0,650.0,0.0,21002.0,11,1973
195,18,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,6,1967
196,20,22879.56,38749.56,0.0,0.0,5312.0,0.0,0.0,9,1988
197,2,31200.0,53940.0,0.0,0.0,650.0,0.0,22799.75,5,1960
198,14,44712.0,157800.0,0.0,0.0,138.0,0.0,17631.72,9,1951
199,10,22879.56,38749.56,0.0,0.0,891.0,0.0,0.0,1,1963
200,6,49512.0,66192.0,0.0,0.0,-32.18,0.0,17586.9,7,1984
201,18,22879.56,38749.56,0.0,0.0,4675.0,0.0,0.0,3,1972
202,13,14496.0,38028.0,0.0,0.0,2664.0,0.0,0.0,9,1971
203,2,49512.0,66192.0,0.0,0.0,17925.92,0.0,0.0,8,1968
204,4,31200.0,48888.0,0.0,0.0,650.0,0.0,9237.72,11,1959
205,13,22879.56,38749.56,0.0,0.0,63.0,0.0,0.0,4,1982
206,0,22879.56,38749.56,0.0,0.0,2757.6,0.0,0.0,11,1964
207,20,85188.0,150792.0,0.0,0.0,0.0,0.0,0.0,3,1974
208,15,22879.56,38749.56,0.0,0.0,2860.0,0.0,0.0,4,1975
209,5,59076.0,131088.0,0.0,0.0,13266.4,0.0,17631.72,5,1978
210,18,22879.56,38749.56,0.0,0.0,1200.0,0.0,0.0,8,1962
211,12,22879.56,38749.56,0.0,0.0,2315.34,0.0,0.0,1,1986
212,11,22879.56,38749.56,0.0,0.0,5155.0,0.0,0.0,4,1988
213,15,34152.0,59976.0,0.0,0.0,650.0,0.0,9237.72,6,1954
214,2,44712.0,157800.0,0.0,0.0,258.0,0.0,3614.64,12,1962
215,6,28152.0,66204.0,0.0,0.0,0.0,0.0,162.41,9,1964
216,9,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,12,1974
217,15,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,1,1952
218,1,22879.56,38749.56,0.0,0.0,5019.49,0.0,0.0,9,1972
219,20,22879.56,38749.56,0.0,0.0,220.8,0.0,0.0,5,1974
220,19,31200.0,48888.0,417.24,0.0,0.0,0.0,0.0,12,1956
221,19,22879.56,38749.56,0.0,0.0,3698.8,0.0,0.0,12,1983
222,1,85188.0,150792.0,0.0,0.0,0.0,0.0,0.0,9,1961
223,6,28152.0,66204.0,0.0,0.0,0.0,0.0,2136.18,8,1988
224,15,59076.0,131088.0,0.0,0.0,1466.85,0.0,10687.2,11,1989
225,6,30024.0,108996.0,0.0,0.0,48.0,0.0,21569.28,7,1989
226,5,26928.0,38172.0,0.0,0.0,1466.4,0.0,0.0,3,1962
227,5,22879.56,38749.56,0.0,0.0,2025.1,0.0,0.0,12,1955
228,10,74988.0,140976.0,0.0,0.0,650.0,0.0,9237.72,3,1987
229,10,42048.0,59172.0,0.0,0.0,864.22,0.0,9319.08,7,1972
230,6,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,10,1984
231,20,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,5,1984
232,6,22879.56,38749.56,0.0,0.0,4871.25,0.0,0.0,8,1953
233,8,22879.56,38749.56,0.0,0.0,9539.37,0.0,0.0,4,1988
234,6,62484.0,79848.0,20169.53,0.0,1154.6,0.0,2078.64,5,1981
235,6,22879.56,38749.56,0.0,0.0,180.0,0.0,0.0,1,1970
236,10,85188.0,150792.0,0.0,0.0,49434.38,0.0,17631.72,2,1971
237,10,67656.0,143952.0,0.0,0.0,17868.8,0.0,23270.64,8,1958
238,20,85188.0,150792.0,0.0,0.0,0.0,0.0,17631.72,2,1975
239,22,22879.56,38749.56,0.0,0.0,6010.78,0.0,0.0,5,1983
240,8,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,1,1985
241,0,67656.0,143952.0,0.0,0.0,0.0,0.0,17631.72,6,1976
242,2,59076.0,131088.0,0.0,0.0,0.0,0.0,23270.64,7,1962
243,20,22879.56,38749.56,0.0,0.0,5181.45,0.0,0.0,2,1972
244,0,28079.4,41432.76,0.0,0.0,2040.5,0.0,0.0,10,1950
245,20,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,3,1986
246,7,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,10,1964
247,8,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,6,1973
248,6,59076.0,131088.0,0.0,0.0,2294.29,0.0,23286.38,4,1975
249,0,62484.0,79848.0,12938.8,0.0,250.0,0.0,17751.72,9,1976
250,20,22879.56,38749.56,0.0,0.0,211.95,0.0,0.0,2,1965
251,7,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,9,1977
252,8,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,2,1962
253,19,22879.56,38749.56,0.0,0.0,3863.86,0.0,0.0,9,1988
254,23,85188.0,150792.0,0.0,0.0,10810.8,0.0,22015.08,7,1982
255,1,30024.0,108996.0,0.0,0.0,933.0,0.0,17631.72,4,1954
256,15,44712.0,157800.0,0.0,0.0,7267.68,0.0,23270.64,9,1979
257,18,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,8,1989
258,12,22879.56,38749.56,0.0,0.0,27.0,0.0,0.0,8,1954
259,2,49512.0,66192.0,0.0,0.0,0.0,0.0,0.0,6,1965
260,20,59076.0,131088.0,0.0,0.0,5000.0,0.0,9319.08,9,1981
261,10,85188.0,150792.0,0.0,0.0,0.0,0.0,9319.08,7,1967
262,18,30024.0,108996.0,0.0,0.0,1717.79,0.0,10562.94,6,1960
263,8,31200.0,48888.0,23.18,0.0,1248.9,0.0,1554.56,4,1959
264,6,44712.0,157800.0,0.0,0.0,60.0,0.0,16100.52,9,1971
265,13,52464.0,125736.0,0.0,0.0,650.0,0.0,17631.72,12,1973
266,8,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,5,1951
267,19,22879.56,38749.56,0.0,0.0,2737.0,0.0,0.0,8,1989
268,10,31200.0,48888.0,0.0,0.0,5399.6,0.0,9237.72,4,1953
269,9,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,7,1989
270,10,22879.56,38749.56,0.0,0.0,1134.2,0.0,0.0,7,1955
271,9,59076.0,131088.0,0.0,0.0,0.0,0.0,17631.72,3,1959
272,14,34152.0,59976.0,0.0,0.0,0.0,0.0,0.0,10,1957
273,7,22879.56,38749.56,0.0,0.0,392.6,0.0,0.0,10,1986
274,14,59076.0,131088.0,0.0,0.0,11120.18,0.0,9319.08,8,1975
275,4,22879.56,38749.56,0.0,0.0,782.1,0.0,0.0,9,1959
276,0,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,3,1981
277,1,66408.0,85752.0,1005.8,0.0,-117.64,0.0,1394.47,3,1988
278,0,31200.0,53496.0,0.0,1652.72,650.0,0.0,4618.86,1,1988
279,10,22879.56,38749.56,0.0,0.0,2387.0,0.0,0.0,5,1968
280,14,22879.56,38749.56,0.0,0.0,1502.2,0.0,0.0,9,1974
281,10,22879.56,38749.56,0.0,0.0,2359.0,0.0,0.0,11,1981
282,18,44712.0,157800.0,0.0,0.0,9147.12,0.0,17631.72,10,1984
283,10,59076.0,131088.0,0.0,0.0,0.0,0.0,22.41,1,1970
284,18,50148.0,71304.0,0.0,0.0,1023.79,0.0,9084.24,7,1951
285,15,22879.56,38749.56,0.0,0.0,1948.1,0.0,0.0,4,1967
286,13,62484.0,79848.0,657.75,207.58,0.0,0.0,0.0,1,1974
287,11,22879.56,38749.56,0.0,0.0,4137.5,0.0,0.0,9,1980
288,22,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,9,1987
289,10,62340.0,88932.0,0.0,0.0,1023.79,0.0,9319.08,4,1983
290,14,49512.0,66192.0,0.0,0.0,1636.8,0.0,14.94,6,1962
291,6,22879.56,38749.56,0.0,0.0,616.0,0.0,0.0,8,1968
292,11,37092.0,65160.0,0.0,0.0,592.24,0.0,15652.86,2,1970
293,8,50796.0,114168.0,0.0,0.0,793.52,0.0,-2696.28,3,1957
294,22,22879.56,38749.56,0.0,0.0,1400.3,0.0,0.0,9,1960
295,14,22879.56,38749.56,0.0,0.0,3492.5,0.0,0.0,4,1965
296,18,132.0,2880.0,0.0,0.0,2700.0,0.0,0.0,11,1984
297,19,22879.56,38749.56,0.0,0.0,3844.9,0.0,0.0,3,1969
298,15,37380.0,65700.0,0.0,0.0,650.0,0.0,23270.64,11,1983
299,1,62484.0,79848.0,325.21,0.0,0.0,0.0,23510.64,6,1986
300,7,59076.0,131088.0,0.0,0.0,12625.56,0.0,23270.64,1,1960
301,1,49512.0,66192.0,0.0,0.0,1592.86,0.0,0.0,12,1955
302,18,22879.56,38749.56,0.0,0.0,3450.0,0.0,0.0,7,1984
303,10,49512.0,66192.0,0.0,0.0,10397.4,0.0,1769.64,5,1973
304,10,22879.56,38749.56,0.0,0.0,2826.0,0.0,0.0,5,1981
305,20,67656.0,143952.0,0.0,0.0,0.0,0.0,89.64,7,1974
306,13,77616.0,165516.0,0.0,0.0,3228.0,0.0,23270.64,5,1972
307,14,22879.56,38749.56,0.0,0.0,1004.0,0.0,0.0,5,1971
308,8,22879.56,38749.56,0.0,0.0,198.0,0.0,0.0,6,1975
309,16,31200.0,53496.0,0.0,0.0,1032.92,0.0,9090.12,1,1973
310,12,67656.0,143952.0,0.0,0.0,0.0,0.0,23270.64,2,1952
311,10,59076.0,131088.0,0.0,0.0,0.0,0.0,0.0,8,1957
312,14,59076.0,131088.0,0.0,0.0,-27.64,0.0,13223.79,11,1951
313,6,22879.56,38749.56,0.0,0.0,433.4,0.0,0.0,6,1950
314,7,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,1,1982
315,9,22879.56,38749.56,0.0,0.0,810.7,0.0,0.0,8,1962
316,8,31200.0,48888.0,120.23,0.0,650.0,0.0,23270.64,2,1966
317,18,22879.56,38749.56,0.0,0.0,7082.9,0.0,0.0,4,1971
318,10,22879.56,38749.56,0.0,0.0,1555.25,0.0,0.0,11,1963
319,14,34152.0,59976.0,0.0,0.0,650.0,0.0,23270.64,8,1955
320,12,22879.56,38749.56,0.0,0.0,8166.39,0.0,0.0,1,1960
321,1,36120.0,63480.0,0.0,0.0,650.0,0.0,9319.08,2,1984
322,12,56472.0,75924.0,0.0,1540.58,0.0,0.0,0.0,11,1986
323,16,70896.0,133764.0,0.0,0.0,650.0,0.0,1769.64,2,1980
324,23,49512.0,66192.0,0.0,0.0,9493.44,0.0,9319.08,7,1955
325,6,85188.0,150792.0,0.0,0.0,0.0,0.0,0.0,3,1988
326,8,22879.56,38749.56,0.0,0.0,36.75,0.0,0.0,12,1972
327,21,22879.56,38749.56,0.0,0.0,718.4,0.0,0.0,11,1974
328,23,56472.0,75924.0,0.0,0.0,0.0,0.0,0.0,7,1962
329,15,56124.0,70536.0,10464.47,0.0,2704.0,0.0,23510.64,11,1954
330,0,22879.56,38749.56,0.0,0.0,228.8,0.0,0.0,1,1958
331,9,26928.0,38172.0,0.0,0.0,0.0,0.0,0.0,10,1964
332,0,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,7,1959
333,8,37380.0,65700.0,0.0,0.0,650.0,0.0,9319.08,10,1968
334,7,59076.0,131088.0,0.0,0.0,0.0,0.0,1107.72,9,1960
335,11,22879.56,38749.56,0.0,0.0,129.45,0.0,0.0,7,1988
336,10,22879.56,291194.4,0.0,0.0,0.0,0.0,0.0,1,1962
337,14,28079.4,41432.76,0.0,0.0,0.0,0.0,0.0,11,1986
338,14,22879.56,38749.56,0.0,0.0,6111.51,0.0,0.0,1,1961
339,8,67656.0,126600.0,0.0,0.0,0.0,0.0,23270.64,10,1971
340,20,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,4,1968
341,20,34152.0,59976.0,550.31,0.0,603.07,0.0,3614.64,2,1956
342,10,22879.56,38749.56,0.0,0.0,0.0,0.0,0.0,2,1985
343,20,28152.0,66204.0,0.0,0.0,0.0,0.0,0.0,10,1981
344,20,60864.0,213120.0,0.0,0.0,0.0,0.0,0.0,5,1982
345,12,92088.0,292068.0,0.0,0.0,762.0,0.0,17631.72,8,1978
346,15,22879.56,38749.56,0.0,0.0,4023.15,0.0,0.0,7,1954
347,6,33336.0,83460.0,0.0,0.0,0.0,0.0,8021.88,11,1958
348,15,22879.56,38749.56,0.0,0.0,1738.1,0.0,0.0,7,1988
349,0,60864.0,213120.0,0.0,54048.0,396.0,0.0,23270.64,2,1975
